Comment,Insult
barry you are absolutely right on,0
no because you are wrong,0
i wanna try it i like quinoa for the texture and the fat that it is tasteless unless you add to it so it could be wicked good right,0
last i checked the constitution still said all men are created equal even the gay ones how would straight folks feel if their right to marry was taken away come on fair is fair and equality is equally everyone should have the same opportunities as the rest of us just because you don t agree with the lifestyle doesn t give anyone in a fee country the right to force that opinion on others we spout freedom as our most treasured of ideas yet we want to limit the freedom of some individuals that is what doesn t make sense if you don t agree with gay marriage don t be in one but don t restrict someone else from conducting their lives as they wish that kind of control is communism,0
i love how yo are a complete moron and you havvee to be a complete retard to hate naruto like seriously man can you even form proper sentences well obviously not,1
or a flaming queen like gheyrooster,1
evel dick gets my vote james r is a very creepy looking man mr rogers look alike plus he whined like a little bitch when janelle destroyed him in the otev pov comp,1
and i call you a brain dead jew retard because it is true perhaps if you got the muslim nazi s dick out of your ass you would have more friends,1
i would not sleep on the d backs either hudson s return should really help that rotation out,0
turn to espn classic if you got it now larry bird about to be god again seconds left in the game,0
you are an idiot,1
oh shit there is more fucking perfection lmao,0
lol i diot we used your money lol what a waist of dna you are,1
i am a electronic product loving people i like your bolg post thanks a lot for your great shearing,0
i see you dreamt about me all weekend i am not into men like you are and also cowards are not very attractive now get to work you little cowardly stable boy,1
it would only be news to you if it were reversed we get it now and get it with your every post you are a liberal puke that champions every liberal cause got it glea,1
why do not you just ignore this,0
the kenyan usurper is mighty testy about the subject of his eligibility could it be that obama s own publisher s description on the jacket of his books that the bamster was born in africa why is he so ashamed of his background that he has to be a sociopathic liar even his own family doubts him it will be an historic humiliation and dressing down for the foreigner who duped america when it all comes out history treats liars like obama harshly,0
you are not stupid just dumb,1
obj fuck u,1
with respect to the notion that i can just suspend deportations through executive order that s just not the case because there are laws on the books that congress has passed and i know that everybody here at bell is studying hard so you know we ve got three branches of government congress passes the laws the executive branch s job is to enforce and implement the laws and then the judiciary has to interpret the laws there are enough laws on the books by congress that are very clear in terms of how we have to enforce our immigration system that for me to simply through executive order ignore those congressional mandates would not conform with my appropriate role as president barack obama,0
burr headed purple lipped kenyan are you a human or a right wing asshole go back under your bridge,1
no to be liverpool manager you must be willing to defend the indefensible,0
i never said what works for the baby i said what works for the mother in terms of her health conditions and her ability to labor and deliver safely r r no one wants to kill babies or mothers not ever careless obs,0
you are the real le and i hope people on here realize that you are a pretender,1
okay i kinda understand better so the military now has islamic law and the new president wants to lessen that,0
fucker israel,0
why are you on here then,0
hmm with that logic the kings are out of they have no chance,0
yea its over im trying to be faithful though,0
all racists like you are morons dude it just happens most pit bull owners are morons too this has even more convinced me of that,1
dude ass den wen he came to wit that lame ass song he was even asser how u get a neptune beat and yo flow all fucked up nowadays i guess ranting on twitter a get niggaz to listen to u but u still want get no buzz cuz u ass den this nigga was on lookin lik hawaiian soffy jay z lik dat one dude said he must not heard ab soul and school boy q cuz they way hotter den him,1
you people as in moronic filth,1
ewe thinking about you last date,0
alara cant go kill herself what the sick she looks like some fagget in girls close and no alara you would not be the perfect juliet so go die,1
it is pretty awesome that you have got that display case for your snes that is a damn impressive music collection too it is nice to see i am not the only one who still buys albums instead of just downloading them like a douche i cannot think of one particular thing that i would love to get my hands on simply because i have never seen something that means so damn much to me that is almost impossible to find i guess the best i can think of would be having martin brodeur autograph my new jersey devils jersey or hat that would definitely become one of my most prized possession s instantly,0
my daddy says he is pissed because he aint gettin reggies love anymore can someone explain this to me after all i am only years old yeah,0
and you are not a bigot because,1
you are a true schmuck what jews are living illegally in africa,1
oh you got your information from the fox news network or from some idiotic right wing tea bagger blogger they always distort the truth get a life and stop blaming the president b c you are a loser in life,1
only one dewing da switchin is yo mother she switched from froggy style to doggy style when im in her could you hear her screaming in your lil piss stained bed sittin next door in your small ass trailer i know you did because them walls is not even a inch thick and the whole damn trailer was shaking had to call the fire dept to jack that thing back up on those cinder blocks when i was done,1
you should change your name to just dumb guy since you know nothing,1
moby dick not a great movie name for today s society also who the fuck want to make a movie about a giant whale,0
you are a complete idiot not even a partial,1
you are offensive and stupid,1
so your stupid ass would not you dumb fuck,1
all da hoes love me you know what it is rack city disqus,0
yeah and where are you now,0
yo this shits raw reminds me of the number playaz their song haters goes hard now that s a crew i can fuck with check out their song and fuck the haters haters,0
who are any of us to say who is or is not trustworthy to hold nuclear weapons especially israel or more precisely apologists for it like yourself,0
boss interesting the mike smith the failed banking idiot that was on here spouting his bullshit is all over the telegraph site bad mouthing john key again he was the so called well traveled in new zealand short term puzzled by its love affair with neolibeerals fool another died in the wool labourite pompous twat i like the article though,0
fuck you luther abel,1
you are right concerning campbell my bad the qb carosel has me mixed up anyways i still do not like knapp and think we went that road with him once before and do not need to revisit it again cable obviously did not think too high of him if he stripped his playcalling duties and decided to call the plays himself if knapp was truely great at what he does he would have had some positive influence on this team with his quarterbacks and in my opinion he didn t carson palmer needs a guy like saunders whose offensive connection to him is undeniable,0
look who is calling the kettle black egyptian soldiers have killed some shaken down many others sinai arabs have raped women shaken them down and even held some for ransom and you dare to impugn israel you hypocritical bastard,1
noo not milton bradley,0
you need some serious psycho logical help,1
justthefacts is with media matters he would not know the facts if it ran him over charlies in the wire blow the claymores,0
no nobody ever blamed abramoff for hurricane katrina but by saying that he proves that he is every bit as dishonest now as he was before he went to prison he is making that up in order to make his critics look ridiculous,0
i suspect you are right as usual,0
that is one fine ass hairy black man i could eat his ass all damn day his bod needs a tongue bath desperately,0
and your e a baseball fan,0
i cant even imagine being raped but especially not a week after giving birth that poor women was most likely in more pain then could even be imagined she had barely started to heal he needs to experiece what rape feels like,0
you are a born m o r o n,1
whaa whaa when you lose intellectually you freaks either blame bush or name call newt went in debt a few mill but the god damned comunity organizer sunk us down trillion you dicks are pitiful,1
just what you need to warm you up on a cold morning she looks stunning as aways,0
you have to have a truly twisted and evil mind to think up something like this bill could it be one of alec s concoctions,0
re mo hlotse hle motho eno ha a khutlele ha habo qacha,0
you lefty loons are so dumb you do not realize just how dumb you are you idiots must have taken gibberish in kindergarten and you all passed with flying colors,1
reading comprehension difficulties i see thats okay there are remedial classes you can take,1
as a browns fan i softly weep,0
eve i love your commentary on bachelorette my wife makes me watch it and i wholly look forward to you skewering it the next day,0
dumbing down gop dumbing down gop dumbing down gop you have been repeating this every three minutes for hours now do you think repeating it over and over for hours on end makes you seem smart makes me think someone dumbed you down but good,1
both ways but still only towards home,0
over promoted idiot get your facts right,1
lets see your papers arealconservati till then shut the fuuk up sticky chin,1
lol man your gonna call him a loser and to get a life when you are on here sticking your nose in their business your a douche bag who probably has never even seen a vagina go get laid and see that there is more to life than being a dick like you obviously are,1
this is an example of what is wrong with america,0
bitch please you are the biggest troll p,1
strike shut the heck up and sit down youk rays lose rays lose baltimore on brink of losing,0
once more we see where the soft immigration policy has let the citizens down i bet they come from a family who have less education than a retarded hampster yet were given a nice new life in britain reap what you sow,0
ha ha ha fat ugly weave wearin bytches crack me the hell up look bytch if i choose to f ck white girls that is my choice to do so and your fat funky overweight a does not have any input on it whatsoever i ll also add to the fact that you admitted to chewing d cks for a living fat bytch don t forget that i can and will pull your comments up seeing as i have done so a bunch of times before fat hoe if anyone s pathetic and grasping at straws to remain relevant it is you fat hoe,1
mine too so i just assume all the time over what it was most of the time they are correct assumptions,0
how are you a fan of football teams,0
shows what you know dipshit remington and winchester are not made in china i swear elitist assclowns like you are an utter embarrassment,1
what the fuck hahahahahahahahahahahaha go shoot yourself in the head or go jump off a cliff hahahahahahaha you fucking piece of shit hahahaha,1
my best friend who is allergic to wheat corn soy red dye yellow dye pistachios tree nuts kiwis cherries oranges bananas and seafood if she gets anywhere near the smell of seafood her lungs constrict and she can no longer breath last week she got cut by a dog leash that had pistachios on it and almost went into anaphylactic i know a little about food allergies i asked my friend if she thought it was rude and selfish of someone to want food allergies so they could die she said you are a bitch so i do not really think it is insulting that she wants food allergies so she can die i think we are back to you are a bitch,1
you are not lying let the disqus nigga tell you we some mothafuckin heathens,1
i am sick of seeing this fuck asshole bitch made chain latters o o gonna kill the person on inside who the asshole sick son of bitch made this crap things look at me i am grace wow i am to cool ghost me claps now suck my dick mother fucking asshole i will fuck you lol,1
michael jordan won his first title after seven years lebron is in his ninth season,0
i guess you are not used to conversing with someone with an iq greater than a watt light bulb,1
heat fans only go for the free playoff t shirts,0
well braves were bound to break out the losing streak nobody better to do it against than sorry a ss westbrook,0
so you are the queen of trolls you should create yet another username and call yourself that then,1
please score one more time and then be done with it nj carter does not deserve to have that gwg by his name,0
why did they interview you r r did you commit suicide,1
your a retard go post your head up your,1
you seem very unintelligent,1
everything in your post that i am replying to has nothing to do with what is taking place we have a president who is wiping away all state rights in an effort to control everything via the whitehouse usa does mean the united states of america after all the guy is desperately attempting to even have americans suck it up and betray their core religious belief s because it won t jib with his centralized government ideology i suggest you get over it sir what he is doing is not american in any way shape or form and i don t remember complaining about taxing i have been complaining about the spending your trying to put the cart before the horse not going to fly sir,0
she can spew true lies because demoncrats are fuckin retarded and she knows it they will take what she or president kardashian says at face value,0
the wedge issue isn t whether women use birth control the issue is obama s continued and frequent and deliberate abuse of the constitution it is one more example of his utter willingness to destroy the principles in our founding document so that he can dictate to the populace as he sees fit he has shown all too often that he cares not for the first amendment especially if anyone uses it to speak against his policies they are attacked branded racist labeled as unintelligent he does not respect the second amendment one of the best protections against both criminals and overweening government power he cares not for the th amendment because he excoriates the states for exercising powers delegated to them by the constitution that of arizona to protect its own borders and its budget that of texas to draw its electoral districts the right of states to control their own budgets on a wide range of issues he does not respect the th amendment if it means enforcing statutes against blacks who violate them such as the infamous chicago voting rights case or the directive by his dept of education to colleges and universities to reduce the legal standards of proof for finding of rape and sexual assault when brought against a male so that a man s career can be ruined on sayso even when a police investigation shows the accuser to be lying or his dept of just us guidance memorandum that allows colleges and universities to wink wink substitute the term critical mass for quotas and throw clear law into the trashcan while pursuing racial preferences he does not believe in the right to contract guaranteed by article i of the constitution note his giving labor unions position ahead of stockholders and bondholders in the grants to chrysler and gm note his efforts to curtail what companies pay their executives a matter for stockholders who own those companies not the government another issue is his apparent belief that the public is incredibly stupid his compromise on the birth control requirement for catholic institutions simply means that the overall rates for health insurance will be raised for those institutions to pay for both the administrative costs of outreach as well as for the birth control devices including abortifacients such as the morning after pill nothing is free but one would never know it by looking at his budgets,0
i make no sense r u kiddin me stick it to u re opinion ok respect that but it make any sense that u re answer every damn post here u cant change my opinion koz i just need it as every as well soo u got the point u re mission here is to shit on other people and not accepting their opinion wish etc calm the fuck down,0
that is a fucking pennis bloody lol,0
gabby in florida liberals want obama to be a king not a president new york cnn can liberals ever be happy i keep asking myself this question as i hear an increasing number complaining about president obama the article published by cnn was written by dean obeidallah the following editor s note precedes the article editor s note dean obeidallah a former attorney is a political comedian and frequent commentator on various tv networks including cnn he is the editor of the politics blog the dean s report and co director of the upcoming documentary the muslims are coming liberals obama index html,0
all the more reason to slap the dog shit out of them rt tenkyouplease alcohols got you feeling like you cant get slapped,0
he guilty you ignorant azz he does not have to worry about it anyway because he will never be in the hall of fame,1
bitch betta have my honey,0
i agree with most of what you say but how do you figure we the people allow it we have laws and punishment in place no one is more despised than a child killer,0
go do whatever pray tell gay atheists do,0
you shit me not what is that all about,0
hey right wing moron noamnestyever you should hang yourself after you kiss a muslim like your war criminal hero bush,1
maher s show goes on and on palin s alakda show gets canceled isn t the free market wonderful,0
lapid s an idiot i rest my case,1
yo disqus you must be too dumb to know what grand jury means plus who is going to testify against him the dead mexican go shove your idiotic comments up your you know what,1
i think you will find its her money now,0
take your pills the voices are obviously taking control again,1
there is no tamil areas in srilanka is there any black americans areas usa mind your own bisness hole world hate you as americans better u stop steeling from others if u no money eat some shit with tigers,1
you sir are spot on,0
remember all the haters screaming to get rid of blanton before the season where are they now not so fat joe is pitching his pudgy lil heart out oh and guess what this team is starting to hit another thing the haters like to dwell on where are they now all you chollie bashers are not showing your butts now are you whatsamatter seeing the faithful s faith in this team is well deserved by them gotta luv the paper fans gotta luv them get the hell off of our bandwagon you wannabe so calle fans,0
powers msnbc is far far more biased and hostile in it is comments than fox at least at fox there are usually opposing views msnbc is just a shill for the president and they keep having to fire their hosts for all the outrageous remarks they make now cnn is getting almost as bad as msnbc,0
nice thought but not a realistic one the best we can hope for is that after he gets voted out barack and his gang are slowly brought to justice in future years,0
it is shit i dont think my comment will get here but its not free and comes with lots of crap you dont need you m f,1
you still have not answered my qs why is not obama targeting pal terrorists if he is so anti radical islam why did nasser militarize sinai even though israeli troops were on the syrian border why are you still occupying indian land will it ever end will these qs ever be answered i doubt it,0
the only ignorant person here is you who thinks that being registered as a republican means you treat everything ever done or said by every republican leader as gospel open your mind a little bit,0
this is the new america we are a bunch of spoiled weak drugged up dependent zombies who can t handle the challenges of life it is the same mentality that is changing this country for the worse every one now either suffers from add or depression or is bi polar etc we now want a happy pill to make everything alright if our job causes us stress we want to be able to quit and collect disability the rest of our lives and party with our other worthless friends staying drunk and doing crack weed meth etc these are our hollywood role models for our kids along with the professional athletes who do the same these are the obama voters who see the govt as their best hope sad china and other countries have to be licking their chops as they watch the once great country self destruct from within,0
dan amd you have realy no clue on every single idiotic comment of all your posts we all do not enjoy your stupid pro amd b u l l s h i t ignorance please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside u stupid fag we realy do not need and want your post here anymore,1
bytch you sound stupid as f ck first off if those were my got damn kids note i don t have any kids but if i did i d be calling my girlfriend up and letting her know that my kids would be referring to her as mommy shannon from now on and if the bytch didn t like it too mothaf ckin bad if her talentless a didn t have to pay for d ck she wouldn t be having all these f ckin issues in the first place but apparently her same sex game must be awfully wack because i ve noticed that she never keeps any man she s ever been with interested in her for more than a few years then she either gets dumped or cheated on and truth be told shannon de lima is times finer than j lo is and this whore thinks she can stand up and walk on stage and act as if her pussy just gleamin like the damn day she was born aint no man gonna touch that stanky fish ass sandwich no way,1
hey nutbag youre a traitor obama has more intelligence in his little finger than your peanut brain go to pakistan and spout your venom youll be murdered onn the spot you psychos love to talk about no freedom but you are liars you have the freedom to speak like an idiot arent you happy now goofball lmao,1
you are a pig,1
must really suck to be black what a toxic vile culture,1
sounds like a medical condition,0
hey guess what if you spam this times this will happen a beautiful mermaid will float down from the heavens and give you everything you ever wanted you will live an absolutely terrific life if you do not spam this times this will happen your family will die you will get eaten and then raped by wolves seriously you idiots stop the spamming,0
no makemud i do not like you i do not believe you i do not even believe you still have your manhood between your legs you are a phoney made of mud,1
ok i am sorry but why are these idiots still around i am white and cannot stand the racsit pigs if you cannot stand being around other races and cultres then get lost if you beat people because of their color they should be shot now they want a stretch of road yeah just what someone of color needs to go down that road and be beaten or shot because they are of a different color i wish i can do the stuff they do and get away with it,0
you are incredibly stupid,1
are you edge triggered or level triggered,0
dude go take a midol and go back to class you are already demonstrating that your mind is rotten because of tebowmania,1
do you blow the dust out of them first,0
more like he turn yo ass into a carnival ride you already look like you take dick in the ass in that homo ass picture of yours,1
now do you see why people call you a moron you get back what you give out go spread your hate to someone else hypocrite lmao,1
fact radical comic creator is written with real basic you have argued against this fact please go to the project page on github and see for yourself fact lunduke has now consumed worth of time has begged for additional money for hardware and has not delivered on his promise as of yet fact you think that i am an ignorant hillbilly though you frequently insert symbols into your responses and use improper numerology when describing a number you habitually forfeit grammar and partially form words in addition to that your stream of consciousness is a collection of poorly constructed sentence fragments in short your english sucks dick fact you think that the internet is the only place where you have freedom of speech i am on the internet and i am in america and i just said whatever the fuck i wanted to i implore you to argue these facts directly,1
jeezus do you realize you are making a total fool of yourself you are criticizing someone for not knowing enough about one of the lowest firms of expression,1
being is gay is already legal so says the majority,0
more grammatical errors vicky you are on a roll today you are so stupid,1
it s too soon to make any links between those two events hmm feet mailed to people bodys found with limbs missing really the do not see any links canadians,0
joelweltman you look like a pedophile from your picture go get yourself incarcerated,1
christonastickjust now there is no free speech here who prevented you from posting this,0
murdoch if you are going to call someone either stupid or ignorant you should probably end the question you ask afterward with a question mark not a period,0
i like zimmer especially of late his work with nolan and the stuff on sherlock has been awesome that said i do not feel like he has the sense of lightness and fun which my ideal superman requires unless they are going for an all out explosive wham bam kind of film you need a lot of heart and a light touch for my money christopher doyle his work on the last harry potter was great or michael giacchino would have been far more preferable to zimmer still i will wait and see and i will only be too happy is zimmer actually pulls something off he must be shitting himself though no matter how good you are as a film composer john williams is a fucking tough act to follow,0
no limits appeal to authority is a classic logical fallacy,0
dr tuteur i will continue to explore your site as well as view the wonder site you mentioned r r it seems you are more comfortable with your followers echoing back what you say perhaps there is an environment that is more conducive to debate and sharing i am finding a witch hunting atmosphere here which is quite disheartening r r i am not pro home birth pro birthing center or pro hospital i am pro what works for the mother not every woman is a suitable candidate for a homebirth,0
do you really think your continuous rantings that someone might just believe you here you do understand everyone gets a good chuckle when you post xxoo canada,0
and it is idiots like you wanting soviet bloc laws as long as they do not affect you your both retarded and you need to go back and read the bill of rights and the constitution again,1
p i do agree on herrera i love the way he plays ball you realize next year we may have jenkins jhc foster and herrera as our starting,0
i just signed up for some new cent ipad program they are starting,0
whatisbannedisneversuppressed you re just a sorry ass commie are not you too lazy to get out of bed to better yourself much easier to sit back and let others do the hard graft and hand over money to you to live your commie dream never mind thinking big try working big that is what benefits all your type make me sick to my core,1
hey moron jobs one the hispanics already know that this does not provide a pathway to citizenship how long do you think it is going to take for you to figure that out,1
you are a moron i cannot believe people are complaining about freedom of choice,1
really you would better be prepared for the whole law to be trashed and pack your bags your leaving the white house come jan and good the heii ridence you commy marxist bastard,1
then why are republicans the party with not one but two gay auxilliarries goproud and the log cabin rerpublicans,0
suck my dick yeaah babby pussy,1
you are so fucking dumb,1
you are as naive as a teen age girl,0
they have historically been completed unable to get the real threat off the road so they are going to pick some very low hanging fruit here inept lawmakers inept politicians and sheeple for police who are going to love enforcing this new law they cannot enforce the laws we have now that matter so i guess they need some new ones,0
that i do not doubt as a blackberry clone but your original argument was not that android would have existed just that android somehow predates ios development,0
fuck you all motherfuckers,1
bench him then his bat cools and he will hit around once he gets some playing time,0
hatethehype you are an idiot neil was joking,1
with this attitude you must be liked veru much by your little students,0
i would not count on davis for bringing a team past wins in his first season bigs take at least years to get used to the speed of the game and i am not sure if we have seen enough to know if he can be truly dominant he needs to put a lot of work in hopefully he will not have the injuries some of the other recent big men have had,0
stop crying c s fans your time is up,1
sarcasm learn how to spell you moron,1
gurnemanz you are a weasel working with the israelis,1
the karma and lies are ketching up to him,0
my question is who the fuck still buys ivory i mean nevermind the fact that it is gaudy as a decoration and very socially unacceptable but it is also functionally useless as far as i know who buys this shit am i missing something,0
but you could not show any proof of that even if it was true go away you are an embarassment to your klan brothers your family your neighbors your teachers and america as a whole find something to say that is not directly quoting nazi or stalinist propaganda the most pathetic poster on the web you are below oberbite a soros trool or the ignorant little heap that wwrote waiting to exhale,1
a sony troll that is something new how are you dude,0
funny because apple employees me are told to say os ten not os x like you are trying to elude to in fact os ex is frowned upon in dialog bitch harder about things you actually know about oh and you are wrong about the star wars thing too,0
i cant wait until the spurs are up three nothing in the series so i can look at all the post from okc fans saying okc will win straight,0
does not matter who you are you could be jay z or nas or dr dre who ever if you fuck up long enough then do some shit like this your no longer a legend period lol,0
walker is trying by his own admission to end collective bargaining are you people asleep,0
i wish the same to you uglyandpoor you have nothing to say of your own so you post things i have said out of context you are a horrible little person flag yet again,1
the main problem with the vatican is that they play by their own set of rules its why they have been able to get away with molesting little boys for as long as they have not trolling just stating a fact,0
yes we can see you out there and every week you kill us just a little bit more do not you know how sensitive we are please clap we are officially begging you now,0
we will bury you in november parasites,1
so those died in those churches were not innocent tambuwal i dont blame i know from time that you are bh too northern he goat better go and settle your problem with police all the noney you collected from farouk you go vomit am oo foolish and very ugly monkey,1
hahahahaa look at the white boy in the car when he said you cant fuck with me,0
yet here you are posting hypocrite,1
the only language you understand would have to penetrate the walls of your rectum and vibrate your eardrums,1
you do need it because you are a good mom,0
woot i detect the usual liberal vibe of race injected into your post let me make it easy on you without knowing your skin color being it does not matter a wit to me blow it out your ass was that straight enough to the point for you sir,0
hows your mom s basement doing,1
putin s body language is indeed quite clear he personally resents his duty to meet and to talk to obama and no wonder after these ridiculous protests in moscow that americans have staged to punish him they did not like his position in relation to their rockets in europe so clinton has demonstrated total disrespect with her advanced worning and concern could have handled it a bit better there was no call for that kind of confrontation so now putin can only regret he could not send medvedev to seat off that meeting to talk to the guy and to pose for the photos,0
and you are no human your worthless pieceofch t,1
look here cunt i hope you get raped by the devil i hope you get cancer and experience the most absurdly horrible pain a human being can feel i hope rick james slaps you right in the fuckdamn mouth then after all of that i will walk right up to you and shoot in the fucking throat,1
you are a mean spirited azzhole posters have asked you to stop this no wonder everyone on this blog hates you,1
those evil syrian soldiers are eating babies and the helpless civilians only want peace why are the evildoers winning why cannot the white knights of pure western goodness go do something about it,0
so its sad you idiot ray is one of the best pure shooters so dumb,1
boy you are puerile are not you,1
pirates will join the reds in cubs alliance against the st louis cardinals,0
maybe you should read that first sentence you wrote again slowly you are bending over to far to make an illogical point we are starting to see your ignorance,1
moron s more like it,1
come back when you are out of puberty,1
raw wtf this dude is so pussy he puts tampons in his mouth once a month pharell is not a real skater himself just a poser trying to get paid nigel is pussy nyc knows it bmx knows it i put sean ricany over this lame nigga anyday nigel is scared to move in nyc blackman got him shook fuck nigel,0
miamis first excuse on the airplane home we were without bosh,0
where did i say that it is just genes wojo maybe your english is different than my english but thats not what my statement reads to me,0
he shaves his legs in front of his daughters,0
you are dumb,1
you would hope so unfortunately when people are desperate and seeking a solution when there does not seem to be one they want to believe in anything that will help their child i cannot fault them for loving their child that much on the other hand there are some people that will just believe anything a celebrity says just because that person is a celebrity,0
problem is we are loosing our choices due to beurocracy islamisten do not have a bureaucracy they just act and organize later boy we are killing ourselves and we dont knowit,0
i assume that you are trolling i cannot see any other reason for your post,0
this whole shit go hard i wish maxx was on the hook fuck what the rest of yall niggas talking i like the plot of the story yall niggas need to pay attention more and hate less get the fuck of the computer and make your own video if you can do better if not stfu,0
no those are cities states and or country s that do not allow gay marriage,0
and israel will die i knew he would bring israel in to this at some point,0
you are an idiot,1
argumentative is two ppl are yelling back and forward i think he executed tht well tht old man was yellin the whole time a u must b white its ok to defend ur race on sum shit u kno is stupid as hell we do tht shit all the time lol,0
you are a moron,1
ima fuck me white bitches you got a sister ima fuck her in the ass ima fuck ya ball headed sister everybody go to youtube look up the vid and look at the info section and it has all these fags address facebook and parents name and phone numbers real talk take a look i aint no snitch but when i see shit like these goin on it gets to me i live around there so when i see em ima fuck them upp good prolly gonna have to cut a bitch too,1
i shall give you one reason one reason and you will want to kill for that robocop remake jose fucking padhila,0
speaking of being inbred how is your mother doing,1
photo shop botox lipo and maybe even surgery it would not suprise me she looks good though,0
you do not intimidate me you two bit bully go fudge yourself you low life low rent douchebag,1
you are terrible and you have got dislikes look s like you are an idiot just like ign orant,1
more solider are you retarded,1
the entire gay community will mourne the loss of an epic diva performer she like michael jackson farrah faucet majors patrick swayze were all icons of the s s and will forever reside in my most pleasant memories of joy and love god bless whitney as she enters the kingdom of our loving father in heaven we love you whitney tom duffy alexandria va,0
nah but im sure he fucked your mom,1
you are an idiot,1
you are a complete idiot,1
and your an idiot,1
hold it a woman is a man without an erection and you are saying women like anal sex do you mean to say that you are trying to have sex with only transexuals and transvestites is that what you are looking for i bet you a fuckin homo ass tranny for sure tryin to stalk me bitch imaputit truly i am a smack you so hard your teeth fly out then tie you to the back of my car and go on a long stroll through the hood i am pretty sure this article concerns earth bound humans i do not know what species you are referring to in your comment,1
she shit rivets in the tub,0
it won t matter what the official count is if paul gets enough votes to go ahead of mitt romney that s enormous that could blow romney s campaign completely out of the water and that could happen with the people in washington county now aware the whole world is watching,0
gotta keep on them about that stuff,0
i am proud to be your friend denny tanks,0
if you take out the fags and booze and such like leaving say per week say and then recognise that they are feeding people then that does not seem too extreme or so per day per person i ve no sympathy though because they should be spending their money more wisely given their circumstances,0
there is no short term solution if coal is the option of choice it is three years minimum to get the thing permitted two years minimum for the civil work and especially the equipment foundation design and construction especially under the steam turbines usually of their bulk is below ground level five years to build and two years to commission and test besides which coal is baseload not peak just as is nuke there is no coal nor nuke peaker option on this planet even with igcc gasification plants driving combustion turbines lol takes years after construction and startup just for coal plants to break even through amortisation of first costs blooby could not change a battery in a flashlight without committee level participation,0
i try not to hear him so maybe,0
atm your words are those truly of an ignorant person,1
gay faggot nerd fuckers r trolololololololololololololloloololololollollolololololololol,1
are you shure neil s last name is not moron tucker looks like you should get another visit from jon stewart,1
you are soo right muslims fight muslims everywhere muslim men degrade muslim women everywhere until all this can be repaired and muslims become ne people you will not go forth you have about as much chance of this as i have to see rocking horse dung,0
i am asking quellepotat a question you stupid son ofabitch why do you keep hijacking everyone s post do you think you know it all you a s shole,1
so we are saying the same thing i am just saying the wealthy can pay taxes and at a higher marginal rate that is all it is redistribution of wealth just as it is redistribution of wealth when you and i pay federal taxes in nh and nh gets less back than its residents pay in taxes whereas poor righwing redneck southerners get more back than they pay in because they are less productive than us and less healthy than us you want a fair tax system try my idea a flat income tax on individuals and corporations no deductions loopholes etc individuals get a generous k personal exemption per taxpayer and k per dependent thats it so fam of both parents work k income exempt k pay on remaining k for a tax bill of or an effective tax rate of so fam of both parents work k income exempt k pay on remaining k for a tax bill of or an effective tax rate of so fam of dad only works m income exempt k pay on remaining k for a tax bill of or an effective tax rate of corporations pay of net operating income they get to exempt only the direct costs of production the best part is this plan is revenue neutral including fica taxes,0
what the fuck,0
are you high,1
fukc you are dumb,1
see what you get for trusting obama canada look out your next,0
where on your body are you planning on getting it,0
oh my gosh you guys look so similar,0
blow it out your arse who died and made you boss,0
a brony get her number,0
if you are not jewish then you are a fool,1
what an ass you are funny i see a lot more of you nuts in cars then i ever have of pilots in panes,1
cockneywideboy so your the obese twat taking up all the pavement get a diet going and come back when you are cockneyslimboy,1
hey rynthih who the hell r u speaking on sachin shut up u fucking ass midfing,1
needs to give me a fucking like nope not a fan of cajun food,0
hey all i scream like a b tch because my daddy has his balls up my ass if i can sound like a bigger p ssy drip let me know since i am too fcking stupid to understand when everyone called me a litlle b tch for talking stupid about kelly thomas i hijack a screen name and post as growapair lol losers i am boyle heights citizen the original internet pus y here with never anything to say but to be a brain dead ass breath i will lick the ass of anyone who calls me growapair he called me out as the ball sniffing chicken punk i am so i hijack his screen name to show i am a lowlife sh thole loser hiding with my daddy s balls up my ass,1
and the two posts below just proved out your first sentence,0
marriage is a religious ceremony not a federal right the act of being gay is a mental illness it goes against nature and needs to be stopped a product of the evil one,0
we all have the same flag and collapse buttons they are there for a reason if a troll trashes the thread we clean it up no monitor will do it,0
escobar is not an all star not even close asdrubal is times better to think escobar is better is stupid he is a decent ss at best homer and rbi and a terrible strikeout to walk ratio bruseki is an idiot,0
lol i told you already if you actually read i amnot a birther and romney is not hid anything unlike obama,0
now you went and fucked up this whole page,1
honey you are only getting a taste of your own medicine here you are one of the biggest internet bullies and a dumb one at that how many times have you called other girls whores and prostitutes or made racist statements but of course when you do it it is totally something else may i remind you when you had to publicly apologize to dawn yang for the things you said about her and when you called women liars who were raped by a man which you deemed too good looking to rape someone do not start your faux feminist shit when you do not have a fucking clue about what it means to respect women you deserve all the backlash and more because face it you are an asshole,1
hey s c u m bag you are a phukin moron you and your kind are irrelevant be afraid jack a be very afraid the end is near for your messiah,1
wow you attack others and show your ignorance you get exactly what you deserve you are one those typle scum bag employees who do not pull their wait and hide behind the union you make me sick,1
you should get banned you are a little bit psycho,1
no you are a corny dumb ass,1
yes especially if the one person who said something is getting hit but that is just me,0
fuck off fucking pathetic bitch too much to say for yourself google it,1
shut the fuck up so where do you shop your clothes k mart if you dont your a sucker for clothes brand like hollister or american eagle or some skater brand go kill yourself your ignorant,1
interesting the wonderful kcstar took down my post and link to the story about the coke dealer flying on the team plane with mu s basketball team,0
